Date,Open,High,Low,Close,Adj Close,Volume
2014-04-11,1319.000000,1322.800049,1316.300049,1318.699951,1318.699951,76
2014-04-14,1320.099976,1330.000000,1320.099976,1327.199951,1327.199951,328
2014-04-15,1322.699951,1322.699951,1291.500000,1300.000000,1300.000000,238
2014-04-16,1302.699951,1303.500000,1295.000000,1303.099976,1303.099976,177
2014-04-17,1300.099976,1303.000000,1292.500000,1293.400024,1293.400024,124
2014-04-21,1290.000000,1299.199951,1283.800049,1288.000000,1288.000000,100
2014-04-22,1289.199951,1291.599976,1276.000000,1280.599976,1280.599976,100
2014-04-23,1284.300049,1287.699951,1282.400024,1284.199951,1284.199951,176
2014-04-24,1284.599976,1297.900024,1272.400024,1290.500000,1290.500000,522
2014-04-25,1293.800049,1304.599976,1293.800049,1300.699951,1300.699951,274
2014-04-28,1305.400024,1305.400024,1293.000000,1298.900024,1298.900024,388
2014-04-29,1295.500000,1300.500000,1289.099976,1296.000000,1296.000000,904
2014-04-30,1296.000000,1296.500000,1286.599976,1295.599976,1295.599976,181
2014-05-01,1288.699951,1288.699951,1278.000000,1283.099976,1283.099976,25
2014-05-02,1276.699951,1302.699951,1276.699951,1302.599976,1302.599976,90
2014-05-05,1305.599976,1314.199951,1305.500000,1309.000000,1309.000000,31
2014-05-06,1309.400024,1309.400024,1306.900024,1308.300049,1308.300049,14
2014-05-07,1310.300049,1312.000000,1288.000000,1288.599976,1288.599976,21
2014-05-08,1291.500000,1291.500000,1285.500000,1287.400024,1287.400024,65
2014-05-09,1287.300049,1287.300049,1287.300049,1287.300049,1287.300049,3
2014-05-12,1282.099976,1295.900024,1281.199951,1295.599976,1295.599976,19
2014-05-13,1295.500000,1295.500000,1292.000000,1294.599976,1294.599976,20
2014-05-14,1292.800049,1306.900024,1292.800049,1305.699951,1305.699951,25
2014-05-15,1302.500000,1302.500000,1292.800049,1293.500000,1293.500000,27
2014-05-16,1293.300049,1293.300049,1293.300049,1293.300049,1293.300049,8
2014-05-19,1293.699951,1293.699951,1293.699951,1293.699951,1293.699951,44
2014-05-20,1290.699951,1294.500000,1290.099976,1294.500000,1294.500000,8
2014-05-21,1287.400024,1288.000000,1287.400024,1288.000000,1288.000000,2
2014-05-22,1294.199951,1295.000000,1294.199951,1294.900024,1294.900024,4
2014-05-23,1293.199951,1293.400024,1291.599976,1291.599976,1291.599976,3
2014-05-27,1291.900024,1291.900024,1265.400024,1265.400024,1265.400024,25
2014-05-28,1259.300049,1259.300049,1259.300049,1259.300049,1259.300049,168825
2014-05-29,1258.300049,1260.599976,1250.900024,1256.300049,1256.300049,38045
2014-05-30,1255.099976,1259.599976,1241.800049,1245.599976,1245.599976,3839
2014-06-02,1250.000000,1250.699951,1240.900024,1243.699951,1243.699951,774
2014-06-03,1244.099976,1247.500000,1240.500000,1244.300049,1244.300049,654
2014-06-04,1245.099976,1248.800049,1242.699951,1244.000000,1244.000000,604
2014-06-05,1244.000000,1256.599976,1241.199951,1253.000000,1253.000000,1317
2014-06-06,1253.400024,1256.599976,1246.300049,1252.099976,1252.099976,381
2014-06-09,1252.699951,1256.099976,1252.599976,1253.500000,1253.500000,97
2014-06-10,1252.400024,1262.300049,1251.000000,1259.800049,1259.800049,1007
2014-06-11,1259.900024,1264.400024,1259.099976,1260.800049,1260.800049,128
2014-06-12,1260.000000,1274.500000,1260.000000,1273.599976,1273.599976,129
2014-06-13,1272.500000,1274.699951,1271.300049,1273.699951,1273.699951,145
2014-06-16,1279.800049,1282.099976,1270.800049,1274.900024,1274.900024,334
2014-06-17,1272.800049,1272.800049,1260.900024,1271.699951,1271.699951,819
2014-06-18,1269.900024,1272.699951,1267.400024,1272.400024,1272.400024,143
2014-06-19,1277.199951,1321.000000,1277.199951,1313.699951,1313.699951,601
2014-06-20,1321.400024,1321.400024,1306.800049,1316.199951,1316.199951,254
2014-06-23,1312.300049,1318.000000,1312.300049,1318.000000,1318.000000,142
2014-06-24,1315.599976,1325.599976,1315.599976,1320.900024,1320.900024,223
2014-06-25,1315.300049,1323.400024,1312.000000,1322.199951,1322.199951,294
2014-06-26,1319.599976,1319.599976,1312.400024,1316.099976,1316.099976,1204
2014-06-27,1317.400024,1320.900024,1313.300049,1319.000000,1319.000000,625
2014-06-30,1315.300049,1328.699951,1311.800049,1321.800049,1321.800049,744
2014-07-01,1326.699951,1331.400024,1326.199951,1326.400024,1326.400024,51
2014-07-02,1326.800049,1330.699951,1326.800049,1330.699951,1330.699951,226
2014-07-03,null,null,null,null,null,null
2014-07-07,1318.699951,1320.300049,1313.199951,1316.500000,1316.500000,93
2014-07-08,1318.400024,1323.500000,1316.000000,1316.000000,1316.000000,6
2014-07-09,1324.000000,1330.400024,1323.800049,1323.800049,1323.800049,16
2014-07-10,1330.500000,1343.699951,1328.000000,1338.699951,1338.699951,28
2014-07-11,1337.900024,1339.000000,1336.199951,1337.000000,1337.000000,112
2014-07-14,1332.800049,1332.800049,1304.699951,1306.300049,1306.300049,103
2014-07-15,1307.400024,1311.900024,1294.099976,1296.900024,1296.900024,368
2014-07-16,1298.400024,1303.099976,1296.900024,1299.599976,1299.599976,34
2014-07-17,1303.099976,1323.800049,1303.099976,1316.699951,1316.699951,16
2014-07-18,1322.699951,1322.699951,1306.199951,1309.199951,1309.199951,27
